,prob,predictions,labels
195,0.9975747418809789,1,1
196,0.03403874182658343,0,0
197,0.9967595779173597,1,1
198,0.9963510161436879,1,1
199,0.16642928787265718,0,0
200,0.9973578114035301,1,1
201,0.14173902328872565,0,0
202,0.04363218758742561,0,0
203,0.17515039880969505,0,0
204,0.9967967690501558,1,1
205,0.9975358320510627,1,1
206,0.995490002390641,1,1
207,0.12039641379547898,0,0
208,0.046489318367344955,0,0
209,0.14466708169702955,0,1
210,0.08409734781050333,0,0
211,0.9976013160167306,1,1
212,0.9985325444665895,1,1
213,0.038521963932530906,0,0
214,0.08224594816726988,0,0
215,0.9976929130301349,1,1
216,0.9982256242460738,1,1
217,0.060555214390631606,0,0
218,0.9968956817829207,1,1
219,0.06502257364888585,0,0
220,0.07462891535954709,0,0
221,0.9965431203045241,1,1
222,0.9964053373788035,1,1
223,0.11770909401145835,0,0
224,0.9974953834722448,1,1
225,0.0854246414748279,0,0
226,0.1161447130873267,0,1
227,0.9969264848291176,1,1
228,0.14075721517189624,0,0
229,0.995590192269085,1,1
230,0.1146376872005348,0,0
231,0.179897779200553,0,0
232,0.9956943022368381,1,1
233,0.04502701140553319,0,0
234,0.9953173171977757,1,1
235,0.02500557872248265,0,0
236,0.023186403148161828,0,0
237,0.9976384512189064,1,1
238,0.1336356660519174,0,1
239,0.9971275821856719,1,1
240,0.05580204043699245,0,0
241,0.05563258931453153,0,0
242,0.9976276546333361,1,1
243,0.9975823344521411,1,1
244,0.0879516710684076,0,0
245,0.9968896398014422,1,1
246,0.05857005000954694,0,0
247,0.05069147695418297,0,0
248,0.03576979267869924,0,0
249,0.9965562614030239,1,1
250,0.07991215298324951,0,0
251,0.08095596017772012,0,0
252,0.9970597899778462,1,1
253,0.12319286368374739,0,0
254,0.998093076041701,1,1
255,0.9977785928174199,1,1
256,0.11436933064423739,0,0
257,0.9949315308231077,1,1
258,0.9977911731336967,1,1
259,0.18087926177079278,0,0
260,0.11701133746377312,0,0
261,0.07234543257073509,0,1
262,0.18647021246813716,0,0
263,0.9974154447662551,1,1
264,0.04197294168190328,0,0
265,0.17209643368701175,0,0
266,0.9979074963016648,1,1
267,0.9937386448175609,1,1
268,0.031915354440173904,0,0
269,0.08463165603855863,0,0
270,0.9966426933399655,1,1
271,0.9988439350380034,1,1
272,0.06603476843791992,0,0
273,0.9983131776714574,1,1
274,0.036523472313014504,0,0
275,0.08225461578521075,0,0
276,0.03707855174581815,0,0
277,0.051701358897363124,0,0
278,0.9971349305998395,1,1
279,0.9962494899392678,1,1
280,0.996890113762939,1,1
281,0.9976583843628447,1,1
282,0.05453086126695989,0,0
283,0.9969924814960758,1,1
284,0.11391212111166167,0,0
285,0.0755267302434831,0,0
286,0.9972927151744689,1,1
287,0.997932901057277,1,1
288,0.09145003437757063,0,0
289,0.11633213877326797,0,0
290,0.10581868324923452,0,0
291,0.9972420907557558,1,1
292,0.06662247518823644,0,0
293,0.9974118870261587,1,1
294,0.09820243683727137,0,0
295,0.9952025414195157,1,1
296,0.9947756718642519,1,1
297,0.9964992008811666,1,1
298,0.16302157989098626,0,0
299,0.2064504897382394,0,0
300,0.033943793669751074,0,1
301,0.1568952295838022,0,0
302,0.051338976551767494,0,0
303,0.9964703181479153,1,1
304,0.060113372341828425,0,1
305,0.9957575353712359,1,1
306,0.10864189301228896,0,0
307,0.14049145988099243,0,1
308,0.055752158529000936,0,0
309,0.055228219010250795,0,0
310,0.07218506159052707,0,0
311,0.07068168470422752,0,0
312,0.996990348684231,1,1
313,0.9970414215890452,1,1
314,0.06037020686072239,0,0
315,0.9973118045442196,1,1
316,0.9977164083988406,1,1
317,0.9980033053966614,1,1
318,0.02468032656751394,0,0
319,0.9981873764932945,1,1
320,0.9974232720713678,1,1
321,0.03495856000101969,0,1
322,0.08591179432763771,0,0
323,0.12661942711645643,0,0
324,0.9952197796739595,1,1
325,0.9964372940949056,1,1
326,0.9982873971546942,1,1
327,0.9976017907811315,1,1
328,0.9949440386414555,1,1
329,0.9976806912156742,1,1
330,0.9973965888883499,1,1
331,0.9969292098633544,1,1
332,0.9980211156933709,1,1
333,0.12878022026274052,0,0
334,0.9961433711331239,1,1
335,0.04210916916668308,0,0
336,0.9983617723214506,1,1
337,0.9972330807210227,1,1
338,0.9928909521223694,1,1
339,0.9964944659190647,1,1
340,0.9962622683229765,1,1
341,0.10905124430163998,0,1
342,0.9960085369055007,1,1
343,0.07684690049602315,0,0
344,0.07412396023291201,0,1
345,0.9959515390499744,1,1
346,0.997047583812061,1,1
347,0.08700552412873656,0,0
348,0.14419045697062316,0,0
349,0.996647429934588,1,1
350,0.9954232597021984,1,1
351,0.9972584513573052,1,1
352,0.12719624912573624,0,0
353,0.127675815690712,0,1
354,0.9977266135763607,1,1
355,0.9945045394770995,1,1
356,0.12913736757316288,0,0
357,0.997021276063236,1,1
358,0.1783176435663533,0,1
359,0.9947845191050965,1,1
360,0.05097862371564936,0,0
361,0.1282228088567212,0,0
362,0.033937109649474946,0,0
363,0.9977020501038388,1,1
364,0.06990433576664726,0,0
365,0.12127206339293604,0,0
366,0.9961546090317362,1,1
367,0.9978968125102402,1,1
368,0.048911854857350175,0,0
369,0.11135612637012372,0,1
370,0.9965887014184808,1,1
371,0.9973750059455693,1,1
372,0.9973310134026873,1,1
373,0.9967761596658451,1,1
374,0.9963886499799921,1,1
375,0.9973777333669103,1,1
376,0.02678720725161848,0,0
377,0.17050177186390028,0,0
378,0.9964737507244016,1,1
379,0.9969921258723645,1,1
380,0.9962011008554668,1,1
381,0.9979765908960764,1,1
382,0.9973640965670063,1,1
383,0.04789391294839955,0,0
384,0.9960958200338744,1,1
385,0.12388774779533643,0,0
386,0.9967190737894476,1,1
387,0.11582797239705839,0,0
388,0.9972372301331682,1,1
389,0.9964265232683536,1,1
390,0.99636486226075,1,1
391,0.9963559863500465,1,1
392,0.11119405432985792,0,0
393,0.996971508502798,1,1
394,0.037383834342632156,0,0
395,0.9971011516050649,1,1
396,0.0825205584955503,0,0
397,0.9974012138820113,1,1
398,0.9973786822186886,1,1
399,0.06995125101247043,0,0
400,0.9973621991243206,1,1
401,0.9947448833939093,1,1
402,0.16271720248980626,0,0
403,0.06924025057380497,0,0
404,0.9961315419397463,1,1
405,0.9958791777701668,1,1
406,0.9972552503590209,1,1
407,0.9968638143468717,1,1
408,0.9966376017346958,1,1
409,0.13613844573368103,0,0
410,0.9970627528625737,1,1
411,0.9977264951026896,1,1
412,0.15459870833468456,0,0
413,0.9974995349048061,1,1
414,0.9942993137317406,1,1
415,0.08097217498154444,0,0
416,0.9964619138956593,1,1
417,0.07604869311827765,0,0
418,0.9966236295400032,1,1
419,0.9965102100798441,1,1
420,0.994800563296956,1,1
421,0.18580533144512731,0,0
422,0.9959503564216833,1,1
423,0.995098534305411,1,1
424,0.9957477242930869,1,1
425,0.9980239654818779,1,1
426,0.06662280875382477,0,0
427,0.06902818198526493,0,0
428,0.04836639735178993,0,0
429,0.997539509613752,1,1
430,0.09735334679196499,0,0
431,0.12631633641558068,0,0
432,0.9960133855098653,1,1
433,0.9956462032313974,1,1
434,0.9979507091681417,1,1
435,0.9971079071267488,1,1
436,0.05850170728446731,0,0
437,0.997967923923167,1,1
438,0.9979669740461016,1,1
439,0.9964652281192915,1,1
440,0.9976554178498526,1,1
441,0.1753350922617994,0,0
442,0.11773907021705018,0,1
443,0.9966533504774707,1,1
444,0.9974732036188412,1,1
445,0.035363844084658716,0,0
446,0.12627433135606506,0,0
447,0.9970037382591684,1,1
448,0.9968577725585351,1,1
449,0.993995578660292,1,1
450,0.22821234571539886,0,1
451,0.15925551642225405,0,1
452,0.13304286848134408,0,0
453,0.9968870334814494,1,1
454,0.13983495732882784,0,0
455,0.9978258297610325,1,1
456,0.06422879614091431,0,0
457,0.13224636510910354,0,0
458,0.9954160541532382,1,1
459,0.11176957541184725,0,1
460,0.99678291066484,1,1
461,0.04001687165015165,0,0
462,0.10440787271597803,0,0
463,0.9972042740001454,1,1
464,0.9966699286023507,1,1
465,0.9969072918858468,1,1
466,0.9969690203524751,1,1
467,0.9970037382591684,1,1
468,0.997846720127823,1,1
469,0.07331826229040146,0,0
470,0.9982791998964139,1,1
471,0.9979154501465042,1,1
472,0.9982145772703138,1,1
473,0.08855891112485437,0,0
474,0.10781031435013283,0,0
475,0.14303229099061887,0,0
476,0.17301782141822272,0,0
477,0.05965654568910386,0,0
478,0.997149865329665,1,1
479,0.0425373623694907,0,0
480,0.0845612246266777,0,0
481,0.9958441829938159,1,1
482,0.09827256123922969,0,1
483,0.16103401089830044,0,1
484,0.9973378905347103,1,1
485,0.9968973404270912,1,1
486,0.996602080262389,1,1
487,0.1659808562480092,0,0
488,0.9971201151918312,1,1
489,0.997642959799475,1,1
490,0.9983965875446167,1,1
491,0.9966574949248256,1,1
492,0.9962132864525897,1,1
493,0.09659734916539661,0,0
494,0.12036650716945053,0,1
495,0.996452207935574,1,1
496,0.9961714070888308,1,1
497,0.9962981205332361,1,1
498,0.9979553392871957,1,1
499,0.09187822748217843,0,0
500,0.9973569814658171,1,1
501,0.1972837793458738,0,0
502,0.137107567343998,0,0
503,0.9972839415245458,1,1
504,0.08326570754556725,0,0
505,0.1443301839684971,0,0
506,0.9966331023385087,1,1
507,0.03004573118586056,0,0
508,0.03811502087755394,0,0
509,0.11180094444233975,0,1
510,0.9977114244372405,1,1
511,0.04369451316857741,0,0
512,0.9974257625165299,1,1
513,0.9961477477128301,1,1
514,0.9966048037137665,1,1
515,0.9965055931620964,1,1
516,0.9972597553502668,1,1
517,0.998135829594739,1,1
518,0.997450194011103,1,1
519,0.039041821454694814,0,1
520,0.040281458828381515,0,0
521,0.9976647917451013,1,1
522,0.11816418791151839,0,0
523,0.9971299525610469,1,1
524,0.9973586415741492,1,1
525,0.9960485100723916,1,1
526,0.9973627922053939,1,1
527,0.997315361695119,1,1
528,0.9944566734528243,1,1
529,0.9981861886535988,1,1
530,0.9968270920910962,1,1
531,0.9970673749153285,1,1
532,0.042865897162205735,0,0
533,0.17353236201458005,0,1
534,0.08215446444948471,0,0
535,0.1349318131574477,0,0
536,0.13454930517506836,0,0
537,0.9982963073550223,1,1
538,0.13201239907698167,0,1
539,0.9973729900504344,1,1
540,0.9965637199978613,1,1
541,0.10069231800383815,0,0
542,0.9982129143427851,1,1
543,0.9975108036636762,1,1
544,0.9970996107888551,1,1
545,0.9964840489888304,1,1
546,0.9970327706304085,1,1
547,0.11187552452290989,0,0
548,0.9973269815621191,1,1
549,0.997990719617432,1,1
550,0.06819404042103933,0,0
551,0.9955945641003373,1,1
552,0.9959168941883728,1,1
553,0.1825961210784015,0,1
554,0.05976427000608968,0,0
555,0.9971687121319803,1,1
556,0.9979331385183509,1,1
557,0.9971646818762181,1,1
558,0.9977329031546848,1,1
559,0.9975041610725837,1,1
560,0.9969598967235062,1,1
561,0.9966817702226505,1,1
562,0.9976146036984813,1,1
563,0.0322671431402913,0,0
564,0.9977478559006737,1,1
565,0.037749205218811206,0,0
566,0.09572314901103168,0,0
567,0.12948553340190652,0,0
568,0.14533873340636308,0,0
569,0.18492451578213384,0,0
570,0.9982473627253295,1,1
571,0.9963176450688374,1,1
572,0.9977753885233976,1,1
573,0.9972228856996183,1,1
574,0.9924360041760641,1,1
575,0.07241787800233154,0,0
576,0.05696403210298243,0,0
577,0.9955397405002556,1,1
578,0.997431692559951,1,1
579,0.9972955610254648,1,1
580,0.9975690476647284,1,1
581,0.9985720074600221,1,1
582,0.9941356413722618,1,1
583,0.9968030465004941,1,1
584,0.9966690997011602,1,1
585,0.9971004405124004,1,1
586,0.12068771690077412,0,0
587,0.032531430864496585,0,0
588,0.9976134172372083,1,1
589,0.9968472297476378,1,1
590,0.1261918975391112,0,0
591,0.03215761833733063,0,0
592,0.041720622842568104,0,1
593,0.9949624483123115,1,1
594,0.9970294526620291,1,1
595,0.9976865054672727,1,1
596,0.9969633330755736,1,1
597,0.9975871983826797,1,1
598,0.059257700174418906,0,0
599,0.03579071843047443,0,0
600,0.0691498119438532,0,0
601,0.997080529659384,1,1
602,0.07191131925297782,0,0
603,0.9980009306215017,1,1
604,0.9978645248421217,1,1
605,0.09112369803803733,0,0
606,0.9980258651130323,1,1
607,0.1391428028355082,0,0
608,0.9977248336851607,1,1
609,0.10504757741398318,0,0
610,0.0578505741251205,0,0
611,0.04449750796981852,0,0
612,0.08622433754618933,0,0
613,0.9960632940200369,1,1
614,0.039144487080928075,0,0
615,0.03416730579664278,0,0
616,0.9968708036120293,1,1
617,0.9973340962170804,1,1
618,0.9981288225130187,1,1
619,0.9970889442364657,1,1
620,0.9980753818139876,1,1
621,0.9980142289704425,1,1
622,0.10372209843919654,0,0
623,0.10490514129837472,0,0
624,0.9975042797521035,1,1
625,0.99701511423495,1,1
626,0.10833804502391962,0,0
627,0.9980904634381704,1,1
628,0.9960546603609082,1,1
629,0.1258621599177319,0,1
630,0.05689285635543292,0,0
631,0.9972925967523206,1,1
632,0.9952475273239066,1,1
633,0.12389725911976444,0,1
634,0.9967591042500009,1,1
635,0.04628756460422298,0,0
636,0.10507007049592268,0,0
637,0.9978153852062877,1,1
638,0.9975621670806597,1,1
639,0.9976506720513502,1,1
640,0.9979744538877485,1,1
641,0.9976719109005042,1,1
642,0.044887979230702854,0,0
643,0.1321002098364209,0,0
644,0.9960358557181194,1,1
645,0.23055235897489182,0,0
646,0.9966869808679071,1,1
647,0.1189056107901811,0,0
648,0.9962337540728508,1,1
649,0.997141212501442,1,1
650,0.9974531592171522,1,1
651,0.1523111791805229,0,0
652,0.9972597553502668,1,1
653,0.13488758631183187,0,0
654,0.06506300146282089,0,0
655,0.11095724791426881,0,1
656,0.9972573842019408,1,1
657,0.9968789775841698,1,1
658,0.9984273647870248,1,1
659,0.9966347598496558,1,1
660,0.9973439380195084,1,1
661,0.11515987079893113,0,0
662,0.996685322805793,1,1
663,0.05219485118572622,0,0
664,0.9960221370825049,1,1
665,0.9969129788430559,1,1
666,0.9975491181638111,1,1
667,0.025322580555488985,0,0
668,0.1167686008225178,0,0
669,0.11414679698233711,0,0
670,0.9982123204075657,1,1
671,0.03852220272642056,0,0
672,0.16468637555628715,0,0
673,0.9977135604177348,1,1
674,0.162274768415533,0,1
675,0.18889621335693607,0,0
676,0.995070558199734,1,1
677,0.9975174460667505,1,1
678,0.06291814777282334,0,0
679,0.9971186927478014,1,1
680,0.9967832659818432,1,1
681,0.041061467516087434,0,0
682,0.9967718954364063,1,1
683,0.9961664384990387,1,1
684,0.05509090881304092,0,0
685,0.9951031379850787,1,1
686,0.9943873583533613,1,1
687,0.02498599593759978,0,0
688,0.9960487466212476,1,1
689,0.07907426374011003,0,0
690,0.9962583637414643,1,1
691,0.996549749999078,1,1
692,0.9966802307506821,1,1
693,0.9967156394396275,1,1
694,0.07336841332490836,0,0
695,0.997745838322711,1,1
696,0.14468155152939474,0,0
697,0.06609424423153701,0,0
698,0.11032379021377803,0,0
699,0.9978958629332001,1,1
700,0.997912363444013,1,1
701,0.9960660143756505,1,1
702,0.0857382742292453,0,0
703,0.997703355373728,1,1
704,0.1129655193229727,0,0
705,0.015047546028265874,0,0
706,0.09725433328377696,0,0
707,0.9973458351952403,1,1
708,0.06776366997300197,0,0
709,0.059816472308371324,0,0
710,0.997513887498316,1,1
711,0.045281261556150115,0,0
712,0.9972744567350427,1,1
713,0.0514619291316141,0,0
714,0.997541288942085,1,1
715,0.9963301886388909,1,1
716,0.9974018067540591,1,1
717,0.10614380503318664,0,0
718,0.11604111169309332,0,0
719,0.9977747951969742,1,1
720,0.11347416100943618,0,0
721,0.9982454619753127,1,1
722,0.997381528082777,1,1
723,0.11344832704804965,0,0
724,0.036228981400366796,0,0
725,0.033628722059998346,0,0
726,0.9973983677295278,1,1
727,0.9974058388971191,1,1
728,0.9957965427703959,1,1
729,0.9972391271059174,1,1
730,0.14865694915413163,0,0
731,0.04638588764131224,0,0
732,0.9980278837219902,1,1
733,0.9962843945739381,1,1
734,0.05515008611068795,0,0
735,0.9951697192590645,1,1
736,0.9971363530670334,1,1
737,0.9974711872929872,1,1
738,0.9971848330857462,1,1
739,0.030429051287309335,0,0
740,0.02751211898055935,0,0
741,0.997140857056844,1,1
742,0.99520903498398,1,1
743,0.10148222700848207,0,0
744,0.9958528134373666,1,1
745,0.996688283417448,1,1
746,0.05923165361641179,0,0
747,0.9965556694976396,1,1
748,0.18292787053504775,0,0
749,0.046695380367615474,0,0
750,0.9979602068952467,1,1
751,0.040577011005890916,0,0
752,0.04774662044479726,0,0
753,0.9980684942518404,1,1
754,0.9961109602249232,1,1
755,0.9972826374999589,1,1
756,0.9969158222177698,1,1
757,0.09795966069886992,0,0
758,0.08369144835750406,0,0
759,0.9971438201824724,1,1
760,0.9966016066698742,1,1
761,0.18237599204359303,0,0
762,0.9975788941083525,1,1
763,0.9961071752135682,1,1
764,0.14623481631222968,0,0
765,0.07807956613106941,0,0
766,0.05278642938151741,0,0
767,0.04803000104961774,0,0
768,0.9972196848154924,1,1
769,0.05851345259003928,0,0
770,0.9973335033852808,1,1
771,0.10592368853669357,0,0
772,0.9966224456495595,1,1
773,0.9979834771269251,1,1
774,0.025033173198577105,0,1
775,0.08349595221978699,0,0
776,0.13156063766302425,0,0
777,0.9978361561707391,1,1
778,0.06208078181548033,0,0
779,0.9959421977160641,1,1
780,0.9976448582408616,1,1
781,0.09796940038612259,0,0
782,0.06763372182586355,0,0
783,0.16269829112179893,0,0
784,0.11900254821322821,0,0
785,0.9972511008718948,1,1
786,0.9966274188342372,1,1
787,0.9968084952053315,1,1
788,0.9961740094503894,1,1
789,0.03407399743603217,0,0
790,0.06086969704703296,0,0
791,0.14965737103515603,0,0
792,0.9974292020999824,1,1
793,0.04170337835861766,0,0
794,0.9981935528874009,1,1
795,0.14085023826048,0,1
796,0.12753027237852468,0,0
797,0.2616723522466454,0,0
798,0.9978184711441641,1,1
799,0.04633054697775905,0,0
800,0.02642121281812525,0,0
801,0.9969326456454165,1,1
802,0.997023883198476,1,1
803,0.13774293992819017,0,0
804,0.9948175518466017,1,1
805,0.08862028993021388,0,0
806,0.08985433240114053,0,0
807,0.11857780685102194,0,0
808,0.997630857988362,1,1
809,0.9969502994198147,1,1
810,0.9982898920817966,1,1
811,0.03049250298599625,0,0
812,0.13002453073565418,0,0
813,0.99809960752235,1,1
814,0.997058249457698,1,1
815,0.11269570328386926,0,0
816,0.9949736596838127,1,1
817,0.12332745847746165,0,0
818,0.9973690769358221,1,1
819,0.9945491089745714,1,1
820,0.9915088413246028,1,0
821,0.996646245783822,1,1
822,0.9979103455333943,1,1
823,0.9968819392352773,1,1
824,0.9963490044060672,1,1
825,0.9975038052663582,1,1
826,0.9980706318101134,1,1
827,0.05881451313780797,0,0
828,0.9975170902557863,1,1
829,0.9917511388943961,1,1
830,0.9969971027588127,1,1
831,0.10255376629673768,0,0
832,0.9965709419755946,1,1
833,0.14028490944228567,0,0
834,0.14090288680698532,0,1
835,0.9957778663435584,1,1
836,0.08779257417964671,0,0
837,0.994621748304463,1,1
838,0.1520536960770085,0,0
839,0.9970896553209314,1,1
840,0.9965375561099206,1,1
841,0.08273503229224835,0,0
842,0.08424544979903743,0,0
843,0.9955504920057944,1,1
844,0.07519180702039827,0,0
845,0.997448177963998,1,1
846,0.09417701707300351,0,0
847,0.13104416955252005,0,1
848,0.9970823074725725,1,1
849,0.9954005812880156,1,1
850,0.9960930995968587,1,1
851,0.9973879318291662,1,1
852,0.9967646708420113,1,1
853,0.996858957192723,1,1
854,0.18356567010224692,0,0
855,0.10954860805767556,0,0
856,0.05528557978294824,0,0
857,0.9972379415555732,1,1
858,0.9967721323891364,1,1
859,0.9974785407940603,1,1
860,0.9961523613490976,1,1
861,0.9962809633456257,1,1
862,0.9968467560386263,1,1
863,0.9976149595442283,1,1
864,0.9981042390294047,1,1
865,0.9952699626428572,1,1
866,0.060135777658571754,0,0
867,0.9950704405048183,1,1
868,0.9969462712074092,1,1
869,0.9969730488889257,1,1
870,0.9976997954451908,1,1
871,0.9951348930654741,1,1
872,0.9973847299508322,1,1
873,0.9967289034889719,1,1
874,0.12516002088709252,0,0
875,0.18731269890077962,0,0
876,0.06853788219162572,0,0
877,0.9976032143788721,1,1
878,0.9983198308798501,1,1
879,0.13331539906240708,0,1
880,0.996761473053199,1,1
881,0.9967676316893661,1,1
882,0.11784182748619772,0,0
883,0.08595943042975723,0,0
884,0.9976435530475026,1,1
885,0.09121168564883912,0,0
886,0.9972890396826175,1,1
887,0.9980549571087632,1,1
888,0.9955714047398314,1,1
889,0.9983115143472326,1,1
890,0.032276245345099534,0,0
891,0.9971616000498337,1,1
892,0.10921461957240178,0,0
893,0.9972591625626568,1,1
894,0.99640770464529,1,1
895,0.9960276953844771,1,1
896,0.02717953093434105,0,0
897,0.04794814867117314,0,0
898,0.9948722958347923,1,1
899,0.9976006043350969,1,1
900,0.9959781453112682,1,1
901,0.9970685600307492,1,1
902,0.9978101628537523,1,1
903,0.02990678860438147,0,0
904,0.9969894006661513,1,1
905,0.9979945189891604,1,1
906,0.10174775369910134,0,0
907,0.1281222706901426,0,0
908,0.0571862467659204,0,0
909,0.1259956757156023,0,0
910,0.9978800748080587,1,1
911,0.9977308856069584,1,1
912,0.12373038532352364,0,0
913,0.9958482025796261,1,1
914,0.07868450374610352,0,0
915,0.9964947025738295,1,1
916,0.9973461909451184,1,1
917,0.9969488776822766,1,1
918,0.042404784160875515,0,1
919,0.9969077658557361,1,1
920,0.9965784006803069,1,1
921,0.997014640214023,1,1
922,0.9970807666854826,1,1
923,0.9968860855616101,1,1
924,0.10304122155167274,0,0
925,0.9966187749483998,1,1
926,0.06910203380415852,0,0
927,0.9975002467465862,1,1
928,0.9973910150517209,1,1
929,0.03684792354362342,0,0
930,0.11351201635554241,0,0
931,0.09135530415111903,0,1
932,0.06469184821230843,0,0
933,0.9982586480672976,1,1
934,0.9966281291254702,1,1
935,0.9971867297266487,1,1
